variable,variable_en,variable_bm,sex,year,mean,median,recipients
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2013,1550.0,1200.0,1619600
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2014,1619.0,1200.0,1743200
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2015,1672.0,1300.0,1709900
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2016,1665.0,1300.0,1606800
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2017,1817.0,1600.0,1634500
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2018,1991.0,1695.0,1675800
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2019,2060.0,1698.0,1767400
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2020,1926.0,1380.0,2033600
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,overall,2021,1943.5,1622.0,2165500
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2010,745.0,600.0,99900
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2011,1207.0,920.0,70100
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2012,1318.0,1000.0,73300
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2013,1349.0,1036.0,78700
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2014,1469.0,1200.0,68400
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2015,1717.0,1500.0,76800
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2016,1729.0,1350.0,64200
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2017,2129.0,1450.0,65500
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2018,2186.0,1539.0,68200
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2019,2247.0,1654.0,80000
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2020,1547.0,1291.0,142100
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",overall,2021,1852.8,1695.0,76700
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2010,1323.0,1130.0,642400
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2011,1371.0,1200.0,748600
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2012,1406.0,1200.0,758000
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2013,1507.0,1300.0,742600
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2014,1656.0,1440.0,806700
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2015,1694.0,1500.0,769400
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2016,1775.0,1600.0,752700
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2017,1919.0,1650.0,724500
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2018,2063.0,1770.0,706000
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2019,2197.0,1836.0,671800
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2020,1891.0,1547.0,661600
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,overall,2021,1993.0,1814.0,741300
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2010,1282.0,1120.0,1037800
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2011,1298.0,1200.0,1084900
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2012,1381.0,1200.0,1084000
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2013,1512.0,1330.0,1066600
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2014,1607.0,1450.0,1141600
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2015,1647.0,1500.0,1078600
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2016,1768.0,1620.0,1114400
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2017,1869.0,1650.0,1172500
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2018,2022.0,1738.0,1158100
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2019,2144.0,1858.0,1292700
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2020,1918.0,1615.0,1230200
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",overall,2021,2013.5,1843.0,1239000
masco_9,Elementary occupations,Pekerja asas,overall,2010,987.0,840.0,611600
masco_9,Elementary occupations,Pekerja asas,overall,2011,990.0,821.0,646100
masco_9,Elementary occupations,Pekerja asas,overall,2012,1019.0,836.0,716100
masco_9,Elementary occupations,Pekerja asas,overall,2013,1118.0,900.0,701400
masco_9,Elementary occupations,Pekerja asas,overall,2014,1201.0,1000.0,732900
masco_9,Elementary occupations,Pekerja asas,overall,2015,1288.0,1000.0,771500
masco_9,Elementary occupations,Pekerja asas,overall,2016,1323.0,1050.0,710800
masco_9,Elementary occupations,Pekerja asas,overall,2017,1531.0,1200.0,709300
masco_9,Elementary occupations,Pekerja asas,overall,2018,1648.0,1329.0,740900
masco_9,Elementary occupations,Pekerja asas,overall,2019,1751.0,1422.0,770700
masco_9,Elementary occupations,Pekerja asas,overall,2020,1727.0,1274.0,764900
masco_9,Elementary occupations,Pekerja asas,overall,2021,1748.9,1601.0,786700
overall,Overall,Keseluruhan,male,2010,2003.0,1500.0,4432600
overall,Overall,Keseluruhan,male,2011,2035.0,1500.0,4680100
overall,Overall,Keseluruhan,male,2012,2126.0,1600.0,4745000
overall,Overall,Keseluruhan,male,2013,2259.0,1800.0,4784200
overall,Overall,Keseluruhan,male,2014,2455.0,1888.0,5070700
overall,Overall,Keseluruhan,male,2015,2558.0,2000.0,5049400
overall,Overall,Keseluruhan,male,2016,2741.0,2000.0,5034400
overall,Overall,Keseluruhan,male,2017,2953.0,2170.0,5151200
overall,Overall,Keseluruhan,male,2018,3174.0,2342.0,5209800
overall,Overall,Keseluruhan,male,2019,3304.0,2477.0,5435900
overall,Overall,Keseluruhan,male,2020,2963.0,2093.0,5551000
overall,Overall,Keseluruhan,male,2021,3084.7,2315.0,5733900
masco_1,Managers,Pengurus,male,2010,4738.0,4000.0,243300
masco_1,Managers,Pengurus,male,2011,5253.0,4449.0,218300
masco_1,Managers,Pengurus,male,2012,5592.0,4500.0,206200
masco_1,Managers,Pengurus,male,2013,5688.0,5000.0,191000
masco_1,Managers,Pengurus,male,2014,6489.0,5000.0,206400
masco_1,Managers,Pengurus,male,2015,6367.0,5500.0,195300
masco_1,Managers,Pengurus,male,2016,7041.0,5700.0,195100
masco_1,Managers,Pengurus,male,2017,8345.0,6000.0,184100
masco_1,Managers,Pengurus,male,2018,9276.0,7139.0,156900
masco_1,Managers,Pengurus,male,2019,9242.0,7159.0,197900
masco_1,Managers,Pengurus,male,2020,6790.0,5735.0,232000
masco_1,Managers,Pengurus,male,2021,6848.4,5948.0,191800
masco_2,Professionals,Profesional,male,2010,4012.0,3500.0,332700
masco_2,Professionals,Profesional,male,2011,3934.0,3500.0,457700
masco_2,Professionals,Profesional,male,2012,4219.0,3680.0,476700
masco_2,Professionals,Profesional,male,2013,4460.0,4000.0,490600
masco_2,Professionals,Profesional,male,2014,4797.0,4275.0,536400
masco_2,Professionals,Profesional,male,2015,5252.0,4516.0,567700
masco_2,Professionals,Profesional,male,2016,5303.0,4800.0,677000
masco_2,Professionals,Profesional,male,2017,5759.0,4910.0,696900
masco_2,Professionals,Profesional,male,2018,6123.0,5328.0,726400
masco_2,Professionals,Profesional,male,2019,6182.0,5578.0,735300
masco_2,Professionals,Profesional,male,2020,5967.0,5253.0,691500
masco_2,Professionals,Profesional,male,2021,6338.3,5993.0,768800
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2010,2532.0,2190.0,861700
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2011,2486.0,2200.0,786100
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2012,2576.0,2340.0,788000
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2013,2716.0,2500.0,750000
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2014,2996.0,2675.0,810000
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2015,3108.0,2740.0,775200
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2016,3176.0,2856.0,839100
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2017,3349.0,2950.0,876900
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2018,3651.0,3119.0,896700
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2019,3745.0,3308.0,956200
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2020,3366.0,3037.0,939000
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,male,2021,3537.1,3290.0,1022400
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2010,1720.0,1500.0,334500
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2011,1877.0,1600.0,322800
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2012,1894.0,1715.0,320700
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2013,2058.0,1800.0,328900
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2014,2178.0,2000.0,296700
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2015,2220.0,2000.0,340400
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2016,2413.0,2331.0,288500
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2017,2498.0,2350.0,318200
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2018,2536.0,2212.0,320100
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2019,2673.0,2525.0,317900
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2020,2659.0,2371.0,361500
masco_4,Clerical support workers,Pekerja sokongan perkeranian,male,2021,2739.4,2572.0,372300
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2010,1594.0,1314.0,744900
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2011,1539.0,1200.0,859800
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2012,1623.0,1300.0,847200
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2013,1823.0,1500.0,943400
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2014,1894.0,1500.0,999600
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2015,1936.0,1545.0,982700
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2016,1934.0,1600.0,892400
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2017,2020.0,1675.0,904500
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2018,2252.0,1892.0,935800
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2019,2309.0,1896.0,957800
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2020,2148.0,1547.0,1134600
masco_5,Service and sales workers ,Pekerja perkhidmatan dan jualan,male,2021,2134.5,1785.0,1127200
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2010,806.0,600.0,80900
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2011,1251.0,960.0,60800
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2012,1365.0,1100.0,65500
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2013,1398.0,1100.0,69600
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2014,1537.0,1305.0,61300
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2015,1782.0,1500.0,69400
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2016,1782.0,1350.0,58200
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2017,2211.0,1480.0,59500
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2018,2264.0,1576.0,60400
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2019,2309.0,1852.0,72900
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2020,1572.0,1291.0,116000
masco_6,"Skilled agricultural, forestry, livestock and fishery workers","Pekerja mahir pertanian, perhutanan, penternakan dan perikanan",male,2021,1867.9,1740.0,68100
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2010,1368.0,1200.0,594500
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2011,1411.0,1200.0,687900
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2012,1454.0,1200.0,699800
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2013,1562.0,1300.0,681000
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2014,1707.0,1500.0,750500
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2015,1743.0,1500.0,707300
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2016,1814.0,1630.0,695200
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2017,1962.0,1680.0,665500
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2018,2125.0,1818.0,650700
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2019,2251.0,1911.0,625700
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2020,1931.0,1627.0,594300
masco_7,Craft and related trades workers,Pekerja kemahiran dan pekerja pertukangan yang berkaitan,male,2021,2001.1,1833.0,671600
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2010,1393.0,1200.0,772000
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2011,1402.0,1200.0,805700
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2012,1496.0,1400.0,824900
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2013,1609.0,1500.0,821800
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2014,1696.0,1500.0,886800
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2015,1746.0,1600.0,848400
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2016,1881.0,1703.0,877400
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2017,1974.0,1800.0,924300
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2018,2140.0,1891.0,908600
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2019,2296.0,2070.0,1005600
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2020,2000.0,1722.0,935800
masco_8,"Plant and machine-operators, and assemblers","Operator mesin dan loji, dan pemasang",male,2021,2098.9,1892.0,932700
masco_9,Elementary occupations,Pekerja asas,male,2010,1054.0,900.0,468200
masco_9,Elementary occupations,Pekerja asas,male,2011,1074.0,935.0,480700
masco_9,Elementary occupations,Pekerja asas,male,2012,1108.0,950.0,515900
masco_9,Elementary occupations,Pekerja asas,male,2013,1218.0,1008.0,508000
masco_9,Elementary occupations,Pekerja asas,male,2014,1314.0,1100.0,523000
masco_9,Elementary occupations,Pekerja asas,male,2015,1394.0,1180.0,563000
masco_9,Elementary occupations,Pekerja asas,male,2016,1433.0,1200.0,511500
masco_9,Elementary occupations,Pekerja asas,male,2017,1615.0,1330.0,521400
masco_9,Elementary occupations,Pekerja asas,male,2018,1758.0,1544.0,554100
masco_9,Elementary occupations,Pekerja asas,male,2019,1861.0,1560.0,566600
masco_9,Elementary occupations,Pekerja asas,male,2020,1801.0,1340.0,546200
masco_9,Elementary occupations,Pekerja asas,male,2021,1778.9,1587.0,579000
overall,Overall,Keseluruhan,female,2010,1825.0,1498.0,2716600
overall,Overall,Keseluruhan,female,2011,1838.0,1467.0,2953900
overall,Overall,Keseluruhan,female,2012,1935.0,1500.0,3037900
overall,Overall,Keseluruhan,female,2013,2072.0,1600.0,3118900
overall,Overall,Keseluruhan,female,2014,2259.0,1700.0,3321800
overall,Overall,Keseluruhan,female,2015,2380.0,1855.0,3299200
overall,Overall,Keseluruhan,female,2016,2532.0,2000.0,3389700
overall,Overall,Keseluruhan,female,2017,2772.0,2145.0,3525900
overall,Overall,Keseluruhan,female,2018,2959.0,2227.0,3551400
overall,Overall,Keseluruhan,female,2019,3108.0,2370.0,3759300
overall,Overall,Keseluruhan,female,2020,2889.0,2019.0,3839600
overall,Overall,Keseluruhan,female,2021,2968.1,2145.0,3978000
masco_1,Managers,Pengurus,female,2010,3969.0,3000.0,125100
masco_1,Managers,Pengurus,female,2011,4011.0,3500.0,104000
masco_1,Managers,Pengurus,female,2012,4150.0,3400.0,87000
masco_1,Managers,Pengurus,female,2013,4511.0,3790.0,87000
masco_1,Managers,Pengurus,female,2014,5521.0,4500.0,86500
masco_1,Managers,Pengurus,female,2015,5275.0,4100.0,90100
masco_1,Managers,Pengurus,female,2016,6206.0,5000.0,84300
masco_1,Managers,Pengurus,female,2017,6696.0,5000.0,79700
masco_1,Managers,Pengurus,female,2018,7496.0,5687.0,86500
masco_1,Managers,Pengurus,female,2019,7994.0,6832.0,89100
masco_1,Managers,Pengurus,female,2020,5832.0,5127.0,111700
masco_1,Managers,Pengurus,female,2021,5299.3,4870.0,106200
masco_2,Professionals,Profesional,female,2010,3402.0,3081.0,326000
masco_2,Professionals,Profesional,female,2011,3080.0,3000.0,599900
masco_2,Professionals,Profesional,female,2012,3363.0,3171.0,639200
masco_2,Professionals,Profesional,female,2013,3633.0,3500.0,643000
masco_2,Professionals,Profesional,female,2014,3951.0,3839.0,709500
masco_2,Professionals,Profesional,female,2015,4136.0,4000.0,743100
masco_2,Professionals,Profesional,female,2016,4220.0,4125.0,880100
masco_2,Professionals,Profesional,female,2017,4573.0,4200.0,918300
masco_2,Professionals,Profesional,female,2018,4883.0,4527.0,940300
masco_2,Professionals,Profesional,female,2019,5144.0,4798.0,979400
masco_2,Professionals,Profesional,female,2020,4841.0,4610.0,1001100
masco_2,Professionals,Profesional,female,2021,5247.9,4991.0,967700
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2010,2298.0,2200.0,574800
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2011,2308.0,2142.0,352900
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2012,2396.0,2240.0,377800
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2013,2546.0,2415.0,385000
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2014,2810.0,2600.0,400800
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2015,2896.0,2700.0,394200
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2016,2835.0,2750.0,416700
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2017,3166.0,2800.0,436900
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2018,3255.0,2851.0,420700
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2019,3440.0,3143.0,430000
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2020,3197.0,2986.0,434800
masco_3,Technicians and associate professionals,Juruteknik dan profesional bersekutu,female,2021,3383.0,3179.0,425700
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2010,1531.0,1415.0,764400
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2011,1588.0,1500.0,785800
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2012,1674.0,1500.0,801700
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2013,1764.0,1595.0,818700
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2014,1856.0,1700.0,853300
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2015,1939.0,1780.0,836400
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2016,2022.0,1950.0,794400
masco_4,Clerical support workers,Pekerja sokongan perkeranian,female,2017,2105.0,2000.0,859700
