variable,variable_en,variable_bm,sex,year,mean,median,recipients
overall,Overall,Keseluruhan,female,2018,2959.0,2227.0,3551400
overall,Overall,Keseluruhan,female,2019,3108.0,2370.0,3759300
overall,Overall,Keseluruhan,female,2020,2889.0,2019.0,3839600
overall,Overall,Keseluruhan,female,2021,2968.1,2145.0,3978000
urban,Urban,Bandar,female,2010,1933.0,1500.0,2129200
urban,Urban,Bandar,female,2011,1926.0,1500.0,2331600
urban,Urban,Bandar,female,2012,2049.0,1614.0,2415500
urban,Urban,Bandar,female,2013,2183.0,1720.0,2525800
urban,Urban,Bandar,female,2014,2356.0,1800.0,2810000
urban,Urban,Bandar,female,2015,2489.0,2000.0,2748900
urban,Urban,Bandar,female,2016,2651.0,2000.0,2869900
urban,Urban,Bandar,female,2017,2884.0,2160.0,3035900
urban,Urban,Bandar,female,2018,3096.0,2316.0,3057300
urban,Urban,Bandar,female,2019,3234.0,2518.0,3271700
urban,Urban,Bandar,female,2020,2994.0,2124.0,3330600
urban,Urban,Bandar,female,2021,3080.7,2302.0,3454100
rural,Rural,Luar bandar,female,2010,1436.0,1000.0,587400
rural,Rural,Luar bandar,female,2011,1505.0,1000.0,622300
rural,Rural,Luar bandar,female,2012,1491.0,1000.0,622400
rural,Rural,Luar bandar,female,2013,1600.0,1000.0,593000
rural,Rural,Luar bandar,female,2014,1726.0,1090.0,511700
rural,Rural,Luar bandar,female,2015,1834.0,1200.0,550300
rural,Rural,Luar bandar,female,2016,1877.0,1219.0,519799
rural,Rural,Luar bandar,female,2017,2074.0,1300.0,490000
rural,Rural,Luar bandar,female,2018,2106.0,1339.0,494100
rural,Rural,Luar bandar,female,2019,2262.0,1473.0,487500
rural,Rural,Luar bandar,female,2020,2198.0,1303.0,509100
rural,Rural,Luar bandar,female,2021,2225.8,1480.0,523900
