variable,variable_en,variable_bm,sex,year,mean,median,recipients
msic_d,"Electricity, gas, steam and air conditioning supply ","Bekalan elektrik, gas, wap dan pendingin udara",overall,2020,3596.0,2784.0,65700
msic_d,"Electricity, gas, steam and air conditioning supply ","Bekalan elektrik, gas, wap dan pendingin udara",overall,2021,3401.0,2993.0,72800
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2010,1532.0,1210.0,54600
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2011,1911.0,1500.0,54300
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2012,1679.0,1500.0,59700
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2013,1667.0,1410.0,64900
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2014,1961.0,1600.0,67100
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2015,2175.0,1798.0,53600
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2016,2070.0,1650.0,61400
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2017,2429.0,2000.0,64000
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2018,2719.0,2183.0,68100
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2019,2833.0,2300.0,65200
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2020,2571.0,2073.0,62300
msic_e,"Water supply; sewerage, waste management and remediation activities ","Bekalan air; pembentungan, pengurusan sisa dan aktiviti pemulihan",overall,2021,2650.1,2067.0,64099
msic_f,Construction ,Pembinaan,overall,2010,1646.0,1200.0,582700
msic_f,Construction ,Pembinaan,overall,2011,1767.0,1300.0,639200
msic_f,Construction ,Pembinaan,overall,2012,1814.0,1300.0,625800
msic_f,Construction ,Pembinaan,overall,2013,1908.0,1500.0,640400
msic_f,Construction ,Pembinaan,overall,2014,2024.0,1500.0,692100
msic_f,Construction ,Pembinaan,overall,2015,2131.0,1560.0,676000
msic_f,Construction ,Pembinaan,overall,2016,2220.0,1630.0,679800
msic_f,Construction ,Pembinaan,overall,2017,2587.0,1900.0,682400
msic_f,Construction ,Pembinaan,overall,2018,2821.0,2164.0,676300
msic_f,Construction ,Pembinaan,overall,2019,2854.0,2169.0,682600
msic_f,Construction ,Pembinaan,overall,2020,2557.0,1856.0,690800
msic_f,Construction ,Pembinaan,overall,2021,2347.1,1781.0,683500
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2010,1432.0,1100.0,1103000
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2011,1478.0,1160.0,1230100
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2012,1511.0,1200.0,1261500
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2013,1607.0,1300.0,1325800
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2014,1727.0,1300.0,1399000
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2015,1791.0,1400.0,1372700
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2016,1883.0,1600.0,1401300
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2017,2015.0,1650.0,1453100
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2018,2154.0,1774.0,1442400
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2019,2363.0,1777.0,1546500
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2020,2011.0,1514.0,1501800
msic_g,Wholesale and retail trade; repair of motor vehicles and motorcycles ,"Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",overall,2021,2062.8,1697.0,1584800
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2010,1958.0,1500.0,406300
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2011,1872.0,1500.0,420300
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2012,1999.0,1500.0,442500
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2013,2044.0,1800.0,430400
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2014,2179.0,1800.0,448600
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2015,2431.0,1900.0,463600
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2016,2548.0,2000.0,459200
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2017,2707.0,2000.0,484300
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2018,2866.0,2175.0,507300
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2019,3000.0,2393.0,517600
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2020,2481.0,2062.0,559000
msic_h,Transportation and storage,Pengangkutan dan penyimpanan,overall,2021,2575.8,2091.0,545100
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2010,1115.0,900.0,396200
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2011,1134.0,900.0,425500
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2012,1218.0,945.0,463300
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2013,1329.0,1000.0,457400
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2014,1393.0,1100.0,514100
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2015,1477.0,1100.0,522799
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2016,1547.0,1140.0,539300
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2017,1754.0,1500.0,583600
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2018,1914.0,1657.0,621000
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2019,2081.0,1660.0,671300
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2020,1795.0,1293.0,742500
msic_i,Accommodation and food and beverage service activities,Penginapan dan aktiviti perkhidmatan makanan dan minuman,overall,2021,1950.5,1581.0,745800
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2010,3188.0,2500.0,142400
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2011,3078.0,2500.0,158600
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2012,3153.0,2600.0,181600
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2013,3496.0,3000.0,159900
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2014,3460.0,2970.0,191300
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2015,3695.0,3000.0,182200
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2016,4010.0,3200.0,172100
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2017,4429.0,3500.0,190200
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2018,4805.0,3641.0,184600
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2019,4898.0,3989.0,187800
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2020,4310.0,3547.0,186300
msic_j,Information and communication,Maklumat dan Komunikasi,overall,2021,4345.5,3754.0,210800
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2010,2981.0,2500.0,276100
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2011,2949.0,2500.0,277700
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2012,3060.0,2500.0,283900
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2013,3165.0,2500.0,277600
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2014,3615.0,3000.0,269600
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2015,3502.0,3000.0,307000
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2016,4093.0,3070.0,281700
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2017,4437.0,3100.0,319100
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2018,4703.0,3370.0,288300
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2019,4737.0,3660.0,320000
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2020,4221.0,3273.0,326700
msic_k,Financial and insurance/takaful activities ,Aktiviti kewangan dan insurans/takaful,overall,2021,3949.2,3330.0,335900
msic_l,Real estate activities ,Aktiviti hartanah,overall,2010,2812.0,2500.0,42000
msic_l,Real estate activities ,Aktiviti hartanah,overall,2011,2992.0,2400.0,40600
msic_l,Real estate activities ,Aktiviti hartanah,overall,2012,2974.0,2200.0,46900
msic_l,Real estate activities ,Aktiviti hartanah,overall,2013,3164.0,2500.0,57900
msic_l,Real estate activities ,Aktiviti hartanah,overall,2014,3716.0,2500.0,58400
msic_l,Real estate activities ,Aktiviti hartanah,overall,2015,3855.0,3000.0,53600
msic_l,Real estate activities ,Aktiviti hartanah,overall,2016,4281.0,3365.0,56800
msic_l,Real estate activities ,Aktiviti hartanah,overall,2017,4880.0,3400.0,66600
msic_l,Real estate activities ,Aktiviti hartanah,overall,2018,5526.0,3601.0,76800
msic_l,Real estate activities ,Aktiviti hartanah,overall,2019,5755.0,3910.0,74300
msic_l,Real estate activities ,Aktiviti hartanah,overall,2020,3570.0,3037.0,73500
msic_l,Real estate activities ,Aktiviti hartanah,overall,2021,3636.4,3255.0,72700
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2010,2356.0,1900.0,220600
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2011,2644.0,2000.0,269500
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2012,2815.0,2000.0,252600
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2013,2801.0,2200.0,252700
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2014,3174.0,2500.0,257700
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2015,3334.0,2500.0,278800
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2016,3689.0,2800.0,269200
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2017,4129.0,3000.0,270400
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2018,4704.0,3261.0,290700
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2019,4799.0,3531.0,320000
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2020,3959.0,3028.0,313000
msic_m,"Professional, scientific and technical activities","Aktiviti profesional, saintifik dan teknikal",overall,2021,3916.4,3162.0,319400
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2010,1372.0,1000.0,230700
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2011,1278.0,900.0,329100
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2012,1180.0,900.0,351400
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2013,1393.0,1000.0,377000
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2014,1513.0,1100.0,450500
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2015,1522.0,1150.0,451300
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2016,1667.0,1200.0,441800
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2017,1859.0,1350.0,466800
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2018,2094.0,1545.0,499700
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2019,2195.0,1700.0,551800
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2020,1992.0,1393.0,575000
msic_n,Administrative and support service activities ,Aktiviti pentadbiran dan khidmat sokongan,overall,2021,2039.5,1692.0,574800
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2010,2350.0,2045.0,778800
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2011,2474.0,2160.0,717700
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2012,2561.0,2245.0,672700
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2013,2873.0,2490.0,765500
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2014,3154.0,2800.0,738300
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2015,3196.0,2800.0,739200
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2016,3496.0,3015.0,719400
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2017,3681.0,3162.0,722000
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2018,3848.0,3350.0,694100
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2019,4142.0,3620.0,711200
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2020,4146.0,3761.0,724100
msic_o,Public administration and defence; compulsory social security,Pentadbiran awam dan pertahanan; aktiviti keselamatan sosial wajib,overall,2021,4313.2,3929.0,731000
msic_p,Education ,Pendidikan,overall,2010,2875.0,2800.0,707100
msic_p,Education ,Pendidikan,overall,2011,2885.0,2850.0,725500
msic_p,Education ,Pendidikan,overall,2012,3113.0,3050.0,733100
msic_p,Education ,Pendidikan,overall,2013,3386.0,3352.0,753000
msic_p,Education ,Pendidikan,overall,2014,3707.0,3714.0,814800
msic_p,Education ,Pendidikan,overall,2015,3984.0,3990.0,846800
msic_p,Education ,Pendidikan,overall,2016,4132.0,4132.0,837300
msic_p,Education ,Pendidikan,overall,2017,4500.0,4458.0,810900
msic_p,Education ,Pendidikan,overall,2018,4714.0,4546.0,911100
msic_p,Education ,Pendidikan,overall,2019,5112.0,4868.0,907000
msic_p,Education ,Pendidikan,overall,2020,5088.0,5058.0,856600
msic_p,Education ,Pendidikan,overall,2021,5549.7,5331.0,909900
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2010,2347.0,1995.0,236400
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2011,2329.0,2000.0,274100
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2012,2467.0,2100.0,296900
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2013,2637.0,2300.0,305200
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2014,2980.0,2500.0,304500
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2015,3043.0,2550.0,324800
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2016,3182.0,2800.0,364000
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2017,3705.0,3000.0,376200
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2018,4022.0,3202.0,356500
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2019,4071.0,3519.0,374100
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2020,4077.0,3602.0,431700
msic_q,Human health and social work activities ,Aktiviti kesihatan kemanusiaan dan kerja sosial,overall,2021,4546.5,4193.0,454000
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2010,1496.0,1250.0,65800
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2011,1502.0,1100.0,67000
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2012,1598.0,1250.0,65400
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2013,1627.0,1400.0,73900
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2014,1831.0,1500.0,69700
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2015,2000.0,1544.0,58000
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2016,2091.0,1682.0,77500
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2017,2521.0,1700.0,61200
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2018,2687.0,1832.0,63200
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2019,2797.0,1948.0,59100
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2020,2665.0,1882.0,42700
msic_r,"Arts, entertainment and recreation","Kesenian, hiburan dan rekreasi",overall,2021,2907.5,2562.0,34200
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2010,1387.0,1200.0,102200
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2011,1370.0,1000.0,104700
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2012,1421.0,1200.0,114200
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2013,1551.0,1300.0,113000
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2014,1742.0,1400.0,124600
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2015,1751.0,1500.0,113200
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2016,1848.0,1510.0,114400
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2017,2022.0,1800.0,130900
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2018,2197.0,1971.0,124800
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2019,2333.0,2012.0,135900
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2020,2124.0,1593.0,151200
msic_s,Other service activities,Aktiviti perkhidmatan lain,overall,2021,2015.8,1735.0,152100
overall,Overall,Keseluruhan,male,2010,2003.0,1500.0,4432600
overall,Overall,Keseluruhan,male,2011,2035.0,1500.0,4680100
overall,Overall,Keseluruhan,male,2012,2126.0,1600.0,4745000
overall,Overall,Keseluruhan,male,2013,2259.0,1800.0,4784200
overall,Overall,Keseluruhan,male,2014,2455.0,1888.0,5070700
overall,Overall,Keseluruhan,male,2015,2558.0,2000.0,5049400
overall,Overall,Keseluruhan,male,2016,2741.0,2000.0,5034400
overall,Overall,Keseluruhan,male,2017,2953.0,2170.0,5151200
overall,Overall,Keseluruhan,male,2018,3174.0,2342.0,5209800
overall,Overall,Keseluruhan,male,2019,3304.0,2477.0,5435900
overall,Overall,Keseluruhan,male,2020,2963.0,2093.0,5551000
overall,Overall,Keseluruhan,male,2021,3084.7,2315.0,5733900
msic_a,Agriculture,Pertanian,male,2010,1219.0,800.0,177500
msic_a,Agriculture,Pertanian,male,2011,1235.0,850.0,146100
msic_a,Agriculture,Pertanian,male,2012,1267.0,910.0,163900
msic_a,Agriculture,Pertanian,male,2013,1205.0,960.0,184300
msic_a,Agriculture,Pertanian,male,2014,1463.0,1150.0,182400
msic_a,Agriculture,Pertanian,male,2015,1646.0,1200.0,197600
msic_a,Agriculture,Pertanian,male,2016,1800.0,1300.0,174400
msic_a,Agriculture,Pertanian,male,2017,1917.0,1400.0,156400
msic_a,Agriculture,Pertanian,male,2018,1958.0,1462.0,174200
msic_a,Agriculture,Pertanian,male,2019,2088.0,1560.0,178900
msic_a,Agriculture,Pertanian,male,2020,1623.0,1291.0,195400
msic_a,Agriculture,Pertanian,male,2021,1770.2,1490.0,202000
msic_b,Mining and quarrying ,Perlombongan dan pengkuarian,male,2010,3592.0,2500.0,42300
msic_b,Mining and quarrying ,Perlombongan dan pengkuarian,male,2011,3361.0,2070.0,49500
msic_b,Mining and quarrying ,Perlombongan dan pengkuarian,male,2012,3524.0,2500.0,55600
